Zip,State,Population
10987,NY,2481
10989,NY,9132
10990,NY,16960
10992,NY,8842
10993,NY,3591
10994,NY,6655
10996,NY,7979
10998,NY,2097
11001,NY,26498
11003,NY,34741
11004,NY,19058
11010,NY,24595
11020,NY,6144
11021,NY,17198
11023,NY,7981
11024,NY,7298
11030,NY,15271
11040,NY,37695
11042,NY,1
11050,NY,28264
11101,NY,23142
11102,NY,30078
11103,NY,38597
11104,NY,25898
11105,NY,37297
11106,NY,36515
11201,NY,46980
11203,NY,80566
11204,NY,64780
11205,NY,36852
11206,NY,74825
11207,NY,83158
11208,NY,78322
11209,NY,62346
11210,NY,62445
11211,NY,78338
11212,NY,87079
11213,NY,62607
11214,NY,73076
11215,NY,63338
11216,NY,58862
11217,NY,36232
11218,NY,66569
11219,NY,73527
11220,NY,76923
11221,NY,70583
11222,NY,38158
11223,NY,70904
11224,NY,52480
11225,NY,66752
11226,NY,111396
11228,NY,39220
11229,NY,72660
11230,NY,72733
11231,NY,32101
11232,NY,22777
11233,NY,58827
11234,NY,74953
11235,NY,67088
11236,NY,77253
11237,NY,48339
11238,NY,42507
11239,NY,14948
11251,NY,18
11354,NY,51947
11355,NY,69164
11356,NY,17723
11357,NY,39093
11358,NY,34045
11359,NY,734
11360,NY,20337
11361,NY,25529
11362,NY,16226
11363,NY,6909
11364,NY,32080
11365,NY,34087
11366,NY,12089
11367,NY,36877
11368,NY,75746
11369,NY,28106
11370,NY,23910
11371,NY,49
11372,NY,57726
11373,NY,88241
11374,NY,40024
11375,NY,65180
11377,NY,75894
11378,NY,31292
11379,NY,28981
11385,NY,85732
11411,NY,20094
11412,NY,32003
11413,NY,36679
11414,NY,27256
11415,NY,16703
11416,NY,17876
11417,NY,22768
11418,NY,29382
11419,NY,37530
11420,NY,38096
11421,NY,29442
11422,NY,26674
11423,NY,29102
11426,NY,18145
11427,NY,21004
11428,NY,16793
11429,NY,24311
11430,NY,398
11432,NY,53011
11433,NY,26325
11434,NY,50464
11435,NY,47987
11436,NY,17020
11501,NY,19087
11507,NY,7091
11509,NY,2831
11510,NY,30959
11514,NY,4863
11516,NY,7113
11518,NY,11027
11520,NY,40662
11530,NY,27951
11542,NY,24997
11545,NY,13565
11548,NY,1021
11550,NY,50933
11552,NY,22972
11553,NY,20397
11554,NY,36692
11557,NY,8023
11558,NY,8857
11559,NY,6703
11560,NY,6771
11561,NY,39066
11563,NY,22659
11565,NY,8660
11566,NY,36427
11568,NY,5524
11570,NY,27127
11572,NY,31406
11575,NY,14595
11576,NY,13114
11577,NY,10665
11579,NY,5068
11580,NY,34327
11581,NY,19582
11590,NY,38026
11596,NY,11057
11598,NY,13084
11691,NY,52162
11692,NY,21192
11693,NY,1630
11694,NY,21972
11696,NY,6660
11697,NY,3690
11701,NY,29047
11702,NY,456
11703,NY,17916
11704,NY,45519
11705,NY,7616
11706,NY,5507
11709,NY,7185
11710,NY,34237
11713,NY,7927
11714,NY,21957
11715,NY,4189
11716,NY,10448
11717,NY,60425
11718,NY,20866
11719,NY,7493
11720,NY,27519
11721,NY,5770
11722,NY,29418
11724,NY,2860
11725,NY,29847
11726,NY,15640
11727,NY,25002
11729,NY,32146
11730,NY,15777
11731,NY,30333
11732,NY,3276
11733,NY,16470
11735,NY,31358
11738,NY,14967
11740,NY,9967
11741,NY,25964
11742,NY,10141
11743,NY,41511
11746,NY,62162
11747,NY,14534
11751,NY,21721
11752,NY,9514
11753,NY,9837
11754,NY,19036
11755,NY,8245
11756,NY,44967
11757,NY,44726
11758,NY,42863
11762,NY,31693
11763,NY,20669
11764,NY,9601
11765,NY,877
11766,NY,8759
11767,NY,9681
11768,NY,21714
11769,NY,9366
11771,NY,9806
11772,NY,40962
11776,NY,19800
11777,NY,8512
11778,NY,11913
11779,NY,43424
11780,NY,14211
11782,NY,15718
11783,NY,21644
11784,NY,23753
11786,NY,5114
11787,NY,29932
11788,NY,19713
11789,NY,6497
11790,NY,13767
11791,NY,24949
11792,NY,6186
11793,NY,31972
11794,NY,5504
11795,NY,39344
11796,NY,3575
11797,NY,8104
11798,NY,13312
11801,NY,38307
11803,NY,28207
11804,NY,5233
11901,NY,20705
11933,NY,3954
11934,NY,6265
11935,NY,3678
11937,NY,12205
11939,NY,717
11940,NY,3822
11941,NY,1331
11942,NY,4181
11944,NY,3657
11946,NY,9586
11948,NY,954
11949,NY,9660
11950,NY,20374
11951,NY,18812
11952,NY,3896
11953,NY,9411
11954,NY,3008
11955,NY,2045
11957,NY,817
11961,NY,12817
11963,NY,7384
11964,NY,1144
11965,NY,1119
11967,NY,97
11968,NY,10810
11971,NY,5788
11976,NY,1410
11977,NY,1306
11978,NY,2863
11980,NY,5366
12007,NY,233
12008,NY,340
12009,NY,5683
12010,NY,32028
12015,NY,2538
12017,NY,355
12018,NY,6528
12019,NY,16331
12020,NY,25126
12022,NY,275
12023,NY,2293
12024,NY,285
12025,NY,4055
12027,NY,945
12028,NY,1272
12029,NY,1298
12031,NY,420
12032,NY,545
12033,NY,7029
12035,NY,315
12036,NY,166
12037,NY,4616
12041,NY,388
12042,NY,316
12043,NY,7419
12046,NY,979
12047,NY,19033
12051,NY,5615
12052,NY,1339
12053,NY,4476
12054,NY,15502
12055,NY,465
12056,NY,2675
12057,NY,2252
12058,NY,1015
12059,NY,2224
12060,NY,1695
12061,NY,7282
12062,NY,2088
12064,NY,322
12065,NY,31352
12066,NY,1254
12067,NY,1142
12068,NY,2307
12070,NY,1811
12071,NY,379
12072,NY,2356
12074,NY,3988
12075,NY,2381
12076,NY,1400
12077,NY,4298
12078,NY,25292
12083,NY,3645
12084,NY,4112
12086,NY,114
12087,NY,1665
12090,NY,5910
12092,NY,2351
12093,NY,1353
12094,NY,2010
12095,NY,13170
12106,NY,2795
12108,NY,487
12110,NY,20091
12113,NY,91
12115,NY,56
12116,NY,871
12117,NY,3046
12118,NY,5890
12120,NY,617
12121,NY,1968
12122,NY,4005
12123,NY,5560
12125,NY,557
12130,NY,300
12131,NY,50
12134,NY,3216
12135,NY,163
12136,NY,1037
12137,NY,1423
12138,NY,3891
12139,NY,223
12140,NY,1904
12143,NY,5976
12144,NY,19146
12147,NY,547
12148,NY,2306
12149,NY,1502
12150,NY,1128
12151,NY,451
12153,NY,851
12154,NY,3035
12155,NY,1895
12156,NY,902
12157,NY,4095
12158,NY,6062
12159,NY,5431
12160,NY,1152
12164,NY,400
12165,NY,127
12166,NY,1608
12167,NY,2734
12168,NY,1036
12169,NY,1566
12170,NY,9226
12173,NY,1806
12175,NY,1247
12176,NY,162
12180,NY,56849
12182,NY,14688
12183,NY,2432
12184,NY,8072
12185,NY,1835
12186,NY,7069
12187,NY,782
12188,NY,11576
12189,NY,16509
12190,NY,706
12192,NY,1982
12193,NY,1880
12194,NY,72
12196,NY,2511
12197,NY,2239
12198,NY,6192
12202,NY,11097
12203,NY,33356
12204,NY,6927
12205,NY,26008
12206,NY,17230
12207,NY,2709
12208,NY,22041
12209,NY,10008
12210,NY,9374
12211,NY,12283
12302,NY,27516
12303,NY,28448
12304,NY,20431
12305,NY,6253
12306,NY,23182
12307,NY,8534
12308,NY,14055
12309,NY,27928
12401,NY,32883
12404,NY,2695
12405,NY,525
12406,NY,141
12407,NY,28
12409,NY,960
12410,NY,69
12411,NY,148
12412,NY,556
12413,NY,3057
12414,NY,12128
12416,NY,642
12418,NY,380
12419,NY,399
12421,NY,62
12422,NY,216
12423,NY,1097
12424,NY,241
12427,NY,389
12428,NY,6902
12430,NY,1151
12431,NY,255
12433,NY,354
12434,NY,13
12435,NY,241
12439,NY,57
12440,NY,2168
12442,NY,616
12443,NY,1229
12444,NY,231
12446,NY,4220
12448,NY,73
12449,NY,3763
12450,NY,1131
12451,NY,779
12454,NY,342
12455,NY,2756
12456,NY,753
12457,NY,941
12458,NY,3502
12460,NY,294
12461,NY,1423
12462,NY,53
12463,NY,1195
12464,NY,966
12465,NY,392
12466,NY,7283
12468,NY,1669
12469,NY,421
12470,NY,516
12472,NY,2939
12473,NY,454
12474,NY,2178
12477,NY,18932
12480,NY,593
12481,NY,1494
12482,NY,360
12484,NY,2389
12485,NY,492
12486,NY,377
12487,NY,3625
12491,NY,2365
12492,NY,413
12494,NY,809
12495,NY,145
12496,NY,1559
12498,NY,4827
12501,NY,2325
12502,NY,600
12503,NY,918
12507,NY,388
12508,NY,20022
12513,NY,447
12514,NY,2667
12515,NY,1171
12516,NY,1511
12517,NY,163
12518,NY,8120
12520,NY,2980
12521,NY,1377
12522,NY,4775
12523,NY,2158
12524,NY,11165
12525,NY,3900
12526,NY,4061
12528,NY,11011
12529,NY,3084
12531,NY,3248
12533,NY,18770
12534,NY,21205
12538,NY,15184
12540,NY,5539
12542,NY,4489
12543,NY,2860
12545,NY,4503
12546,NY,3131
12547,NY,2834
12548,NY,810
12549,NY,7421
12550,NY,47939
12553,NY,20576
12561,NY,16394
12563,NY,6107
12564,NY,4511
12566,NY,7589
12567,NY,2771
12569,NY,7978
12570,NY,3867
12571,NY,8890
12572,NY,9458
12575,NY,2202
12577,NY,573
12578,NY,1521
12580,NY,2957
12581,NY,2356
12582,NY,6735
12583,NY,1614
12585,NY,989
12586,NY,10479
12589,NY,11209
12590,NY,31950
12592,NY,2064
12594,NY,3716
12601,NY,38212
12603,NY,40724
12701,NY,12122
12719,NY,772
12720,NY,139
12721,NY,6139
12723,NY,2492
12725,NY,137
12726,NY,1120
12727,NY,131
12729,NY,1191
12732,NY,899
12733,NY,866
12734,NY,851
12736,NY,349
12737,NY,840
12738,NY,158
12739,NY,615
12740,NY,1305
12741,NY,73
12742,NY,272
12743,NY,292
12745,NY,59
12746,NY,885
12747,NY,3303
12748,NY,1698
12750,NY,443
12751,NY,320
12752,NY,111
12753,NY,126
12754,NY,7361
12758,NY,4510
12759,NY,466
12760,NY,279
12762,NY,228
12763,NY,841
12764,NY,1576
12765,NY,868
12766,NY,409
12768,NY,1199
12770,NY,448
12771,NY,14959
12775,NY,1027
12776,NY,2737
12777,NY,581
12779,NY,1838
12780,NY,1527
12782,NY,635
12783,NY,1707
12786,NY,178
12787,NY,161
12788,NY,2561
12789,NY,2047
12790,NY,4589
12791,NY,115
12792,NY,107
12801,NY,15023
12803,NY,8758
12804,NY,20993
12808,NY,105
12809,NY,2930
12810,NY,588
12812,NY,234
12814,NY,1298
12815,NY,807
12816,NY,4243
12817,NY,2141
12819,NY,169
12821,NY,1226
12822,NY,6492
12823,NY,241
12824,NY,770
12826,NY,116
12827,NY,6818
12828,NY,5507
12831,NY,14485
12832,NY,6201
12833,NY,4753
12834,NY,6028
12835,NY,1840
12836,NY,692
12837,NY,419
12838,NY,679
12839,NY,12866
12842,NY,1247
12843,NY,1437
12844,NY,23
12845,NY,4677
12846,NY,2816
12847,NY,930
12849,NY,249
12850,NY,1760
12851,NY,308
12852,NY,544
12853,NY,2447
12854,NY,185
12855,NY,266
12857,NY,450
12858,NY,29
12859,NY,1028
12860,NY,252
12861,NY,477
12863,NY,553
12865,NY,1965
12866,NY,30086
12870,NY,1656
12871,NY,3929
12872,NY,36
12873,NY,755
12874,NY,7
12878,NY,625
12883,NY,5149
12885,NY,4399
12886,NY,137
12887,NY,5372
12901,NY,40905
12910,NY,2456
12911,NY,514
12912,NY,2143
12913,NY,1016
12914,NY,1042
12916,NY,1936
12917,NY,1279
12918,NY,2122
12919,NY,2827
12920,NY,2088
12921,NY,2664
12922,NY,0
12923,NY,663
12924,NY,377
12926,NY,1949
12928,NY,1963
12930,NY,549
12932,NY,1274
12934,NY,1494
12935,NY,981
12936,NY,406
12937,NY,1568
12938,NY,1229
12941,NY,1245
12942,NY,520
12943,NY,392
12944,NY,4129
12945,NY,412
12946,NY,4656
12949,NY,41
12950,NY,432
12952,NY,623
12953,NY,13798
12955,NY,452
12956,NY,1868
12957,NY,1511
12958,NY,1569
12959,NY,963
12960,NY,889
12961,NY,209
12962,NY,4665
12964,NY,216
12965,NY,153
12966,NY,2867
12967,NY,943
12968,NY,1407
12969,NY,329
12970,NY,245
12972,NY,5640
12973,NY,112
12974,NY,1841
12978,NY,495
12979,NY,2508
12980,NY,321
12981,NY,6545
12983,NY,9125
12985,NY,652
12986,NY,6379
12987,NY,159
12989,NY,623
12992,NY,3944
12993,NY,2007
12994,NY,169
12996,NY,1729
12997,NY,958
13021,NY,43447
13026,NY,1557
13027,NY,28132
13028,NY,1228
13029,NY,4823
13030,NY,4507
13031,NY,15236
13032,NY,12909
13033,NY,3873
13034,NY,2357
13035,NY,7748
13036,NY,7720
13037,NY,8756
13039,NY,12600
13040,NY,2416
13041,NY,8609
13042,NY,2428
13044,NY,2603
13045,NY,29180
13050,NY,920
13052,NY,1914
13053,NY,4659
13054,NY,1470
13055,NY,833
13057,NY,14722
13060,NY,1770
13061,NY,1100
13063,NY,1785
13066,NY,11793
13068,NY,5181
13069,NY,23858
13071,NY,1160
13072,NY,611
13073,NY,5940
13074,NY,5248
13076,NY,2259
13077,NY,7192
13078,NY,8230
13080,NY,4766
13081,NY,979
13082,NY,4798
13083,NY,2199
13084,NY,4450
13085,NY,164
13088,NY,23093
13090,NY,31387
13092,NY,2746
13101,NY,2511
13103,NY,1267
13104,NY,12754
13108,NY,6077
13110,NY,1778
13111,NY,1342
13112,NY,1888
13114,NY,6641
13116,NY,3790
13118,NY,6267
13120,NY,2349
13122,NY,842
13124,NY,160
13126,NY,38426
13131,NY,3039
13132,NY,4566
13135,NY,5342
13136,NY,678
13140,NY,4391
13141,NY,502
13142,NY,7355
13143,NY,3289
13144,NY,1267
13145,NY,801
13146,NY,2141
13147,NY,1520
13148,NY,10987
13152,NY,9182
13155,NY,789
13156,NY,2252
13158,NY,593
13159,NY,4777
13160,NY,1984
13164,NY,816
13165,NY,10845
13166,NY,5847
13167,NY,3369
13202,NY,5442
13203,NY,17585
13204,NY,25414
13205,NY,23048
13206,NY,17644
13207,NY,16380
13208,NY,22242
13209,NY,13467
13210,NY,31197
13211,NY,6940
13212,NY,22829
13214,NY,9501
13215,NY,12557
13219,NY,16166
13224,NY,9845
13301,NY,74
13302,NY,1761
13303,NY,1708
13304,NY,1383
13308,NY,4489
13309,NY,5768
13310,NY,650
13314,NY,5
13315,NY,1145
13316,NY,6987
13317,NY,3986
13318,NY,1566
13319,NY,274
13320,NY,1642
13322,NY,641
13323,NY,12483
13324,NY,1853
13325,NY,931
13326,NY,5402
13327,NY,1841
13328,NY,639
13329,NY,4205
13331,NY,1416
13332,NY,2413
13333,NY,0
13334,NY,1583
13335,NY,788
13337,NY,1033
13338,NY,1013
13339,NY,6144
13340,NY,8546
13342,NY,293
13343,NY,1909
13345,NY,456
13346,NY,5821
13348,NY,1424
13350,NY,10090
13353,NY,106
13354,NY,3970
13355,NY,810
13357,NY,11603
13360,NY,343
13361,NY,395
13363,NY,2076
13365,NY,10379
13367,NY,8238
13368,NY,1210
13401,NY,412
13402,NY,1472
13403,NY,7937
13406,NY,180
13407,NY,5907
13408,NY,4491
13409,NY,2116
13411,NY,2569
13413,NY,14035
13415,NY,19
13416,NY,2554
13417,NY,3646
13418,NY,258
13420,NY,221
13421,NY,11876
13424,NY,3566
13425,NY,2192
13428,NY,1738
13431,NY,1789
13433,NY,1951
13436,NY,0
13437,NY,482
13438,NY,4400
13439,NY,3825
13440,NY,56424
13450,NY,8
13452,NY,4992
13454,NY,896
13456,NY,5652
13459,NY,2919
13460,NY,4013
13461,NY,2864
13464,NY,1209
13466,NY,1224
13468,NY,1402
13469,NY,567
13470,NY,773
13471,NY,2393
13473,NY,1004
13475,NY,40
13476,NY,4118
13477,NY,1440
13478,NY,2325
13480,NY,4059
13482,NY,22
13483,NY,161
13485,NY,1337
13486,NY,657
13488,NY,253
13489,NY,500
13490,NY,904
13491,NY,3825
13492,NY,10411
13493,NY,1798
13494,NY,169
13495,NY,2482
13501,NY,40223
13502,NY,36632
13601,NY,39515
13602,NY,11895
13603,NY,30
13605,NY,4489
13606,NY,2649
13607,NY,2024
13608,NY,1830
13611,NY,72
13612,NY,3651
13613,NY,1950
13614,NY,481
13616,NY,1839
13617,NY,11781
13618,NY,1207
13619,NY,11741
13620,NY,2335
13621,NY,431
13622,NY,2329
13624,NY,5480
13625,NY,2382
13626,NY,1891
13630,NY,1320
13633,NY,95
13634,NY,3753
13635,NY,1069
13636,NY,372
13637,NY,3041
13638,NY,384
13642,NY,8425
13646,NY,2287
13648,NY,2395
13650,NY,300
13652,NY,1636
13654,NY,2487
13655,NY,1774
13656,NY,2443
13658,NY,1265
13659,NY,462
13660,NY,1840
13661,NY,1750
13662,NY,16145
13665,NY,954
13666,NY,351
13667,NY,4313
13668,NY,4305
13669,NY,19659
13670,NY,287
13672,NY,300
13673,NY,2393
13675,NY,111
13676,NY,16342
13679,NY,1735
13680,NY,1027
13681,NY,1502
13682,NY,1097
13684,NY,717
13685,NY,1943
13687,NY,169
13690,NY,1108
13691,NY,2558
13693,NY,250
13694,NY,1380
13695,NY,705
13696,NY,301
13697,NY,2805
13698,NY,847
13730,NY,2801
13731,NY,985
13732,NY,8712
13733,NY,5073
13734,NY,2081
13736,NY,2652
13739,NY,1022
13740,NY,492
13743,NY,4850
13744,NY,581
13746,NY,3833
13748,NY,4058
13750,NY,777
13751,NY,62
13752,NY,785
13753,NY,5399
13754,NY,3047
13755,NY,615
13756,NY,839
13757,NY,1478
13760,NY,46236
13775,NY,1807
13776,NY,10
13777,NY,1380
13778,NY,5025
13780,NY,738
13782,NY,928
13783,NY,2766
13786,NY,309
13787,NY,4349
13788,NY,975
13790,NY,20788
13795,NY,4133
13796,NY,1703
13797,NY,2331
13801,NY,881
13802,NY,254
13803,NY,3586
13804,NY,15
13806,NY,16
13807,NY,1409
13808,NY,1359
13809,NY,1462
13810,NY,1261
13811,NY,4968
13812,NY,2888
13813,NY,975
13815,NY,15380
13820,NY,18196
13825,NY,5075
13826,NY,75
13827,NY,11378
13830,NY,5086
13832,NY,445
13833,NY,4777
13834,NY,916
13835,NY,1383
13838,NY,4946
13839,NY,2020
13841,NY,484
13842,NY,253
13843,NY,2702
13844,NY,510
13846,NY,60
13849,NY,4027
13850,NY,27686
13856,NY,7282
13859,NY,232
13861,NY,3471
13862,NY,4105
13863,NY,188
13864,NY,697
13865,NY,6820
13901,NY,21666
13903,NY,20353
13904,NY,10257
13905,NY,30741
14001,NY,7924
14003,NY,68
14004,NY,12711
14005,NY,1692
14006,NY,11509
14008,NY,940
14009,NY,4898
14011,NY,9372
14012,NY,2441
14013,NY,2062
14020,NY,22835
14024,NY,1498
14025,NY,2617
14026,NY,285
14028,NY,2363
14030,NY,1481
14031,NY,7712
14032,NY,3996
14033,NY,2380
14034,NY,2194
14036,NY,4841
14037,NY,1017
14039,NY,72
14040,NY,1817
14041,NY,246
14042,NY,4516
14043,NY,26460
14047,NY,6436
14048,NY,20303
14051,NY,12714
14052,NY,17244
14054,NY,1569
14055,NY,1216
14057,NY,7427
14058,NY,2331
14059,NY,8130
14060,NY,395
14062,NY,2858
14063,NY,10738
14065,NY,2001
14066,NY,1536
14067,NY,6010
14068,NY,5685
14069,NY,632
14070,NY,6665
14072,NY,17561
14075,NY,38851
14080,NY,4004
14081,NY,2993
14082,NY,613
14083,NY,35
14085,NY,4936
14086,NY,24540
14091,NY,1510
14092,NY,10540
14094,NY,48398
14098,NY,3109
14101,NY,1860
14102,NY,1063
14103,NY,12042
14105,NY,3929
14108,NY,5261
14111,NY,2429
14113,NY,606
14120,NY,51399
14125,NY,3760
14127,NY,26554
14129,NY,2198
14131,NY,5836
14132,NY,5167
14134,NY,133
14136,NY,5768
14138,NY,1600
14139,NY,2269
14141,NY,7146
14143,NY,2076
14145,NY,1374
14150,NY,53410
14167,NY,1782
14170,NY,2217
14171,NY,2600
14172,NY,3441
14174,NY,5728
14201,NY,16682
14202,NY,2828
14203,NY,1211
14204,NY,10962
14206,NY,25496
14207,NY,23890
14208,NY,14705
14209,NY,8865
14210,NY,18506
14211,NY,38411
14212,NY,19935
14213,NY,32876
14214,NY,21770
14215,NY,46789
14216,NY,24852
14217,NY,25547
14218,NY,22309
14219,NY,13376
14220,NY,28994
14221,NY,54703
14222,NY,12712
14223,NY,25995
14224,NY,41539
14225,NY,37707
14226,NY,31912
14227,NY,25240
14228,NY,1813
14301,NY,15756
14303,NY,8616
14304,NY,30527
14305,NY,22726
14410,NY,989
14411,NY,12743
14414,NY,6187
14415,NY,182
14416,NY,3092
14418,NY,1126
14420,NY,17492
14422,NY,2499
14423,NY,4942
14424,NY,20748
14425,NY,10082
14427,NY,2169
14428,NY,6481
14432,NY,5060
14433,NY,4565
14435,NY,2364
14437,NY,8804
14441,NY,381
14445,NY,8868
14450,NY,37337
14454,NY,9551
14456,NY,20112
14462,NY,483
14464,NY,7355
14466,NY,1160
14467,NY,8450
14468,NY,15837
14469,NY,6129
14470,NY,8375
14471,NY,2704
14472,NY,6768
14475,NY,232
14476,NY,2186
14477,NY,2040
14478,NY,1555
14480,NY,724
14481,NY,1881
14482,NY,9037
14485,NY,4666
14486,NY,860
14487,NY,6108
14489,NY,8168
14502,NY,8486
14504,NY,1522
14505,NY,4663
14506,NY,864
14507,NY,1256
14510,NY,7145
14512,NY,4616
14513,NY,14670
14514,NY,4014
14516,NY,2428
14517,NY,2439
14519,NY,10016
14521,NY,3225
14522,NY,9486
14525,NY,2628
14526,NY,16675
14527,NY,11609
14530,NY,6218
14532,NY,4366
14533,NY,2094
14534,NY,27413
14536,NY,980
14541,NY,3150
14543,NY,2481
14544,NY,1948
14545,NY,612
14546,NY,5604
14548,NY,4524
14550,NY,1824
14551,NY,5831
14555,NY,1058
14559,NY,14137
14560,NY,2319
14561,NY,3102
14564,NY,7322
14568,NY,5461
14569,NY,5811
14571,NY,1669
14572,NY,5626
14580,NY,35072
14586,NY,5397
14589,NY,7947
14590,NY,5356
14591,NY,2074
14604,NY,1434
14605,NY,15196
14606,NY,29822
14607,NY,16479
14608,NY,14631
14609,NY,45805
14610,NY,15167
14611,NY,15951
14612,NY,35820
14613,NY,15525
14614,NY,1430
14615,NY,16000
14616,NY,26500
14617,NY,24296
14618,NY,21912
14619,NY,19393
14620,NY,29819
14621,NY,36055
14622,NY,12489
14623,NY,25127
14624,NY,35748
14625,NY,12009
14626,NY,25574
14701,NY,45344
14706,NY,7885
14708,NY,200
14709,NY,1046
14710,NY,2450
14711,NY,2210
14712,NY,3591
14714,NY,757
14715,NY,3173
14716,NY,1863
14717,NY,798
14718,NY,1977
14719,NY,3853
14721,NY,33
14723,NY,1408
14724,NY,2810
14726,NY,1562
14727,NY,5306
14728,NY,1159
14729,NY,1050
14731,NY,1767
14733,NY,3812
14735,NY,2463
14736,NY,77
14737,NY,3965
14738,NY,3919
14739,NY,3214
14740,NY,1836
14741,NY,2217
14743,NY,2635
14744,NY,173
14747,NY,2719
14748,NY,47
14750,NY,5113
14753,NY,1981
14754,NY,1240
14755,NY,2311
14757,NY,3378
14760,NY,22055
14767,NY,2437
14769,NY,2001
14770,NY,1743
14772,NY,4253
14775,NY,2876
14777,NY,2701
14779,NY,8632
14781,NY,2184
14782,NY,3065
14784,NY,1894
14787,NY,5872
14801,NY,4967
14802,NY,4559
14803,NY,1071
14804,NY,1642
14805,NY,1098
14806,NY,2489
14807,NY,2937
14808,NY,472
14809,NY,2448
14810,NY,12982
14812,NY,3765
14813,NY,1773
14814,NY,1892
14815,NY,944
14816,NY,160
14817,NY,2665
14818,NY,1714
14819,NY,698
14820,NY,723
14821,NY,2966
14822,NY,1458
14823,NY,3945
14824,NY,599
14825,NY,615
14826,NY,2286
14830,NY,19957
14836,NY,875
14837,NY,5125
14838,NY,2053
14839,NY,927
14840,NY,3068
14841,NY,147
14842,NY,726
14843,NY,14311
14845,NY,20799
14846,NY,1236
14847,NY,2148
14850,NY,40760
14853,NY,20379
14855,NY,870
14858,NY,1765
14859,NY,951
14860,NY,1209
14861,NY,2338
14864,NY,1432
14865,NY,2851
14867,NY,5311
14869,NY,1471
14870,NY,9269
14871,NY,4911
14872,NY,252
14873,NY,2534
14874,NY,504
14877,NY,539
14878,NY,703
14879,NY,1982
14880,NY,2491
14881,NY,107
14882,NY,4043
14883,NY,3829
14884,NY,267
14885,NY,831
14886,NY,6379
14888,NY,547
14889,NY,1477
14891,NY,4584
14892,NY,8262
14894,NY,2829
14895,NY,9645
14897,NY,1178
14898,NY,1318
14901,NY,19037
14903,NY,7918
14904,NY,18103
14905,NY,10018
27006,NC,3325
27007,NC,3101
27009,NC,1556
27011,NC,262
27012,NC,12694
27013,NC,4070
27016,NC,1560
27017,NC,6092
27018,NC,6140
27019,NC,4428
27020,NC,4691
27021,NC,12631
27022,NC,1550
27023,NC,7165
27024,NC,5065
27025,NC,10393
27027,NC,6545
27028,NC,24999
27030,NC,29155
27040,NC,8160
27041,NC,7058
27042,NC,377
27043,NC,4275
27045,NC,6635
27046,NC,1580
27047,NC,524
27048,NC,4166
27050,NC,2697
27051,NC,6199
27052,NC,9048
27053,NC,3500
27054,NC,2735
27055,NC,11978
27101,NC,19333
27103,NC,24299
27104,NC,23677
27105,NC,40194
27106,NC,35209
27107,NC,33085
27127,NC,20784
27203,NC,41541
27207,NC,3894
27208,NC,1218
27209,NC,3528
27212,NC,94
27214,NC,5688
27215,NC,29107
27217,NC,30651
27229,NC,967
27231,NC,1594
27233,NC,1085
27235,NC,1983
27239,NC,7102
27242,NC,1742
27243,NC,2661
27244,NC,10269
27248,NC,4613
27249,NC,8409
27252,NC,1814
27253,NC,19723
27258,NC,4964
27260,NC,36887
27262,NC,11401
27263,NC,17140
27265,NC,22310
27278,NC,15811
27281,NC,2167
27282,NC,9812
27283,NC,2894
27284,NC,34795
27288,NC,26675
27291,NC,2700
27292,NC,69179
27298,NC,7303
27299,NC,2823
27301,NC,5200
27302,NC,14650
27305,NC,1383
27306,NC,5829
27310,NC,2231
27311,NC,3964
27312,NC,10601
27313,NC,4064
27314,NC,1116
27315,NC,3462
27316,NC,5238
27317,NC,14220
27320,NC,34283
27325,NC,6383
27326,NC,4138
27330,NC,39537
27341,NC,4656
27343,NC,1214
27344,NC,12298
27349,NC,3424
27350,NC,4165
27355,NC,1747
27356,NC,3077
27357,NC,3807
27358,NC,5937
27360,NC,32777
27370,NC,14290
27371,NC,9536
27376,NC,5480
27377,NC,2345
27379,NC,3011
27401,NC,19389
27403,NC,21666
27405,NC,46387
27406,NC,45221
27407,NC,29591
27408,NC,19970
27409,NC,8734
27410,NC,33819
27501,NC,6349
27502,NC,19391
27503,NC,3276
27504,NC,9995
27505,NC,5551
27507,NC,1423
27509,NC,6310
27510,NC,10049
27511,NC,31040
27513,NC,15082
27514,NC,39733
27516,NC,21377
27520,NC,15067
27521,NC,4437
27522,NC,7620
27524,NC,9270
27525,NC,8242
27526,NC,16537
27529,NC,21063
27530,NC,37791
27531,NC,4747
27534,NC,31892
27536,NC,36983
27540,NC,2282
27541,NC,2773
27542,NC,6729
27544,NC,2967
27545,NC,11525
27546,NC,23302
27549,NC,20285
27551,NC,4044
27553,NC,1976
27557,NC,4318
27559,NC,2695
27560,NC,3922
27562,NC,991
27563,NC,3605
27565,NC,20568
27569,NC,5378
27571,NC,3975
27572,NC,4253
27573,NC,22321
27576,NC,13335
27577,NC,15031
27581,NC,2421
27583,NC,3424
27587,NC,11878
27589,NC,8240
27591,NC,12418
27592,NC,4672
27596,NC,4549
27597,NC,10153
27601,NC,9810
27603,NC,25366
27604,NC,35217
27605,NC,4169
27606,NC,29446
27607,NC,19515
27608,NC,10130
27609,NC,29872
27610,NC,32494
27612,NC,20962
27613,NC,19518
27614,NC,7200
27615,NC,29771
27701,NC,20284
27703,NC,24362
27704,NC,23460
27705,NC,32916
27706,NC,4790
27707,NC,36264
27712,NC,15138
27713,NC,19493
27801,NC,25072
