State/Zip,2000 Population
IN46240,17975
IN46241,29944
IN46250,17080
IN46254,34845
IN46256,24661
IN46259,6681
IN46260,31502
IN46268,23149
IN46278,6998
IN46280,6338
IN46290,189
IN462HH,0
IN46301,696
IN46303,11624
IN46304,21445
IN46307,48885
IN46310,12209
IN46311,17036
IN46312,32385
IN46319,19174
IN46320,16539
IN46321,21511
IN46322,23546
IN46323,23624
IN46324,23248
IN46327,12075
IN46340,1068
IN46341,9379
IN46342,29253
IN46345,185
IN46346,1438
IN46347,3981
IN46348,1097
IN46349,3367
IN46350,42184
IN46356,14495
IN46360,46107
IN46365,1003
IN46366,6200
IN46368,35709
IN46371,3132
IN46373,8279
IN46374,1250
IN46375,18789
IN46376,445
IN46377,372
IN46379,213
IN46381,160
IN46382,1990
IN46383,35933
IN46385,33435
IN46390,2505
IN46391,7802
IN46392,6410
IN46393,243
IN46394,12728
IN463HH,0
IN46402,8626
IN46403,14844
IN46404,21115
IN46405,12898
IN46406,12245
IN46407,18126
IN46408,20299
IN46409,12709
IN46410,32841
IN464HH,0
IN46501,3890
IN46502,62
IN46504,3274
IN46506,9772
IN46507,9201
IN46508,188
IN46510,3546
IN46511,4340
IN46513,56
IN46514,38292
IN46516,35145
IN46517,20476
IN46524,2241
IN46526,27670
IN46528,21760
IN46530,25895
IN46531,1335
IN46532,1998
IN46534,11094
IN46536,2994
IN46537,409
IN46538,4257
IN46539,2252
IN46540,10031
IN46542,3897
IN46543,3064
IN46544,29789
IN46545,25803
IN46550,11914
IN46552,6018
IN46553,3032
IN46554,4113
IN46555,2719
IN46556,6747
IN46561,11745
IN46562,4271
IN46563,22188
IN46565,7022
IN46566,180
IN46567,9727
IN46570,1053
IN46571,5009
IN46573,3394
IN46574,8174
IN46580,21298
IN46582,10531
IN46590,3747
IN46595,117
IN465HH,0
IN46601,6233
IN46613,12066
IN46614,29793
IN46615,15704
IN46616,7345
IN46617,11310
IN46619,20687
IN46628,26726
IN46629,0
IN46635,7072
IN46637,15533
IN466HH,0
IN46701,7648
IN46702,2432
IN46703,17775
IN46705,1666
IN46706,17448
IN46710,4291
IN46711,7577
IN46714,14310
IN46721,5127
IN46723,7054
IN46725,20590
IN46730,1411
IN46731,651
IN46732,3389
IN46733,19046
IN46737,6464
IN46738,7515
IN46740,3708
IN46741,4675
IN46742,3461
IN46743,1183
IN46745,1606
IN46746,4106
IN46747,2569
IN46748,3300
IN46750,28070
IN46755,15124
IN46759,765
IN46760,1368
IN46761,11349
IN46763,1684
IN46764,1418
IN46765,3948
IN46766,631
IN46767,8003
IN46770,2543
IN46772,2920
IN46773,3753
IN46774,14299
IN46776,1432
IN46777,6282
IN46779,2191
IN46781,960
IN46783,4976
IN46784,2667
IN46785,1397
IN46787,3906
IN46788,2834
IN46791,952
IN46792,4058
IN46793,4123
IN46794,1640
IN46795,5773
IN46797,3955
IN46798,1872
IN46799,138
IN467HH,0
IN46802,11677
IN46803,10049
IN46804,25638
IN46805,22204
IN46806,27303
IN46807,17337
IN46808,19016
IN46809,8818
IN46814,7884
IN46815,26355
IN46816,17490
IN46818,14135
IN46819,9092
IN46825,25032
IN46835,31308
IN46845,15491
IN46901,40286
IN46902,35201
IN46910,3163
IN46911,1540
IN46913,1379
IN46914,2052
IN46917,1814
IN46919,2363
IN46920,1487
IN46921,95
IN46923,8269
IN46926,1833
IN46928,5285
IN46929,3366
IN46930,262
IN46931,201
IN46932,3738
IN46933,6117
IN46936,6225
IN46938,3411
IN46939,2172
IN46940,3168
IN46941,1311
IN46943,270
IN46946,139
IN46947,30180
IN46950,665
IN46951,2282
IN46952,21405
IN46953,26315
IN46957,378
IN46958,624
IN46959,257
IN46960,1469
IN46961,80
IN46962,9913
IN46968,87
IN46970,25373
IN46974,1634
IN46975,14133
IN46978,2182
IN46979,4452
IN46982,2653
IN46985,1584
IN46986,1929
IN46987,531
IN46988,1104
IN46989,5104
IN46990,851
IN46991,1941
IN46992,18184
IN46994,2796
IN46996,6893
IN46998,115
IN469HH,0
IN47001,10702
IN47003,734
IN47006,10573
IN47010,399
IN47011,674
IN47012,9501
IN47016,672
IN47017,484
IN47018,3633
IN47019,48
IN47020,1037
IN47021,49
IN47022,3044
IN47023,1594
IN47024,3202
IN47025,20234
IN47030,1553
IN47031,5114
IN47032,3284
IN47034,148
IN47035,179
IN47036,666
IN47037,4451
IN47038,1509
IN47040,4755
IN47041,5300
IN47042,4317
IN47043,5218
IN47060,5967
IN470HH,0
IN47102,7650
IN47106,4395
IN47108,2392
IN47111,12045
IN47112,14297
IN47114,161
IN47115,2351
IN47116,854
IN47117,4138
IN47118,3375
IN47119,9777
IN47120,895
IN47122,8425
IN47123,30
IN47124,3821
IN47125,1647
IN47126,3482
IN47129,20555
IN47130,38774
IN47135,1156
IN47136,3708
IN47137,1405
IN47138,4270
IN47139,42
IN47140,2843
IN47141,1414
IN47142,1027
IN47143,2002
IN47145,2063
IN47147,1062
IN47150,46902
IN47160,37
IN47161,3426
IN47162,752
IN47163,1733
IN47164,3551
IN47165,5825
IN47166,1245
IN47167,14808
IN47170,14066
IN47172,11921
IN47174,104
IN47175,819
IN47177,620
IN471HH,0
IN47201,37915
IN47203,23965
IN47220,5185
IN47223,1943
IN47224,653
IN47226,199
IN47227,1370
IN47229,3285
IN47230,1776
IN47231,1165
IN47232,2594
IN47234,1441
IN47235,1938
IN47240,19756
IN47243,6002
IN47244,791
IN47246,4357
IN47247,126
IN47250,21047
IN47260,1889
IN47263,237
IN47264,1428
IN47265,19856
IN47270,819
IN47272,1991
IN47273,1863
IN47274,28007
IN47280,936
IN47281,1392
IN47282,289
IN47283,3417
IN472HH,0
IN47302,30110
IN47303,31032
IN47304,28794
IN47305,4930
IN47320,4336
IN47325,775
IN47326,2086
IN47327,5564
IN47330,5397
IN47331,24796
IN47334,3067
IN47336,4122
IN47337,195
IN47338,3055
IN47339,624
IN47340,3205
IN47341,2136
IN47342,2953
IN47344,88
IN47345,1301
IN47346,4095
IN47348,10829
IN47351,457
IN47352,956
IN47353,5860
IN47354,1299
IN47355,3043
IN47356,6527
IN47357,1154
IN47358,1042
IN47359,3301
IN47360,1431
IN47361,127
IN47362,29453
IN47368,2874
IN47369,1374
IN47371,12527
IN47373,2458
IN47374,49700
IN47380,2193
IN47381,76
IN47382,171
IN47383,2907
IN47384,1919
IN47385,1593
IN47386,1278
IN47387,669
IN47390,5532
IN47392,68
IN47393,1562
IN47394,8744
IN47396,6633
IN473HH,0
IN47401,34735
IN47403,25272
IN47404,18722
IN47406,7640
IN47408,24813
IN47420,113
IN47421,27863
IN47424,9096
IN47427,1091
IN47429,6962
IN47430,75
IN47431,1279
IN47432,4394
IN47433,3384
IN47436,1232
IN47438,5024
IN47441,9508
IN47443,1355
IN47445,41
IN47446,10411
IN47448,7397
IN47449,464
IN47451,1320
IN47452,5133
IN47453,533
IN47454,7378
IN47455,264
IN47456,799
IN47459,3477
IN47460,11637
IN47462,4834
IN47464,104
IN47465,735
IN47467,58
IN47468,1215
IN47469,1842
IN47470,1691
IN47471,2696
IN474HH,0
IN47501,16895
IN47512,4696
IN47513,1932
IN47514,253
IN47515,1111
IN47516,1209
IN47519,549
IN47520,2968
IN47521,797
IN47522,223
IN47523,3548
IN47524,629
IN47525,418
IN47527,1672
IN47528,619
IN47529,1170
IN47531,715
IN47532,4593
IN47535,686
IN47536,38
IN47537,632
IN47541,1254
IN47542,8949
IN47545,19
IN47546,19567
IN47550,772
IN47551,568
IN47552,177
IN47553,8150
IN47557,1377
IN47558,3760
IN47561,1424
IN47562,4171
IN47564,1418
IN47567,6045
IN47568,959
IN47574,167
IN47575,970
IN47576,462
IN47577,1131
IN47578,823
IN47579,2075
IN47580,170
IN47581,3860
IN47584,96
IN47585,473
IN47586,12094
IN47588,534
IN47590,747
IN47591,26744
IN47596,231
IN47597,1070
IN47598,3598
IN475HH,0
IN47601,14016
IN47610,5287
IN47611,1307
IN47612,1054
IN47613,2312
IN47615,1834
IN47616,417
IN47619,1557
IN47620,14158
IN47630,27376
IN47631,2162
IN47633,2880
IN47634,2530
IN47635,5533
IN47637,1815
IN47638,3444
IN47639,3532
IN47640,954
IN47647,86
IN47648,4156
IN47649,1535
IN47654,76
IN47660,5268
IN47665,3340
IN47666,1532
IN47670,11855
IN47683,350
IN476HH,0
IN47708,946
IN47710,21453
IN47711,28472
IN47712,25364
IN47713,12154
IN47714,36198
IN47715,24296
IN47720,16587
IN47725,9504
IN47802,31488
IN47803,20314
IN47804,11336
IN47805,12320
IN47807,17049
IN47832,1012
IN47833,953
IN47834,19200
IN47836,126
IN47837,1220
IN47838,4105
IN47840,1678
IN47841,2268
IN47842,10303
IN47846,725
IN47847,1143
IN47848,1656
IN47849,415
IN47850,2648
IN47853,200
IN47854,961
IN47855,654
IN47856,86
IN47858,694
IN47859,1199
IN47860,342
IN47861,700
IN47862,1687
IN47863,47
IN47865,71
IN47866,412
IN47868,3212
IN47872,8437
IN47874,3500
IN47876,427
IN47879,3248
IN47881,329
IN47882,8524
IN47884,371
IN47885,10104
IN478HH,0
IN47901,3506
IN47904,16151
IN47905,35863
IN47906,57153
IN47909,29924
IN47916,98
IN47917,462
IN47918,6374
IN47920,2149
IN47921,1152
IN47922,1755
IN47923,3636
IN47924,98
IN47925,181
IN47926,1094
IN47928,1926
IN47929,829
IN47930,1133
IN47932,5440
IN47933,27659
IN47940,1434
IN47941,613
IN47942,875
IN47943,763
IN47944,3846
IN47946,2147
IN47948,1452
IN47949,1297
IN47950,854
IN47951,2352
IN47952,3109
IN47954,2271
IN47955,1052
IN47957,2056
IN47958,222
IN47959,2921
IN47960,15417
IN47963,2072
IN47964,145
IN47965,304
IN47966,483
IN47967,812
IN47968,1029
IN47969,139
IN47970,2094
IN47971,1841
IN47974,1258
IN47975,732
IN47977,2336
IN47978,11210
IN47980,1130
IN47981,786
IN47982,102
IN47983,164
IN47986,73
IN47987,4270
IN47989,1061
IN47990,1594
IN47991,1104
IN47992,1328
IN47993,3883
IN47994,531
IN47995,1719
IN47997,63
IN479HH,0
IA50001,615
IA50002,1339
IA50003,5835
IA50005,851
IA50006,1959
IA50007,413
IA50008,939
IA50009,12008
IA50010,24991
IA50014,29541
IA50020,1567
IA50021,31148
IA50022,8698
IA50025,3766
IA50026,686
IA50027,326
IA50028,1554
IA50029,786
IA50032,370
IA50033,55
IA50034,496
IA50035,2964
IA50036,16185
IA50038,322
IA50039,371
IA50040,223
IA50041,123
IA50042,375
IA50044,1084
IA50046,1390
IA50047,5092
IA50048,973
IA50049,6859
IA50050,794
IA50051,323
IA50052,175
IA50054,3627
IA50055,952
IA50056,1484
IA50057,217
IA50058,2061
IA50059,14
IA50060,2605
IA50061,1217
IA50062,1650
IA50063,2621
IA50064,151
IA50065,618
IA50066,333
IA50067,312
IA50068,390
IA50069,1008
IA50070,1514
IA50071,1249
IA50072,2398
IA50073,795
IA50074,452
IA50075,882
IA50076,1532
IA50078,91
IA500HH,0
IA50101,75
IA50102,101
IA50103,518
IA50104,259
IA50105,1126
IA50106,1160
IA50107,1262
IA50108,519
IA50109,1738
IA50110,81
IA50111,5646
IA50112,11359
IA50115,2785
IA50116,228
IA50117,251
IA50118,924
IA50119,520
IA50120,325
IA50122,1521
IA50123,964
IA50124,2753
IA50125,17474
IA50126,6829
IA50128,412
IA50129,5724
IA50130,1703
IA50131,8970
IA50132,433
IA50133,772
IA50134,682
IA50135,1646
IA50136,567
IA50137,64
IA50138,11614
IA50139,1233
IA50140,3002
IA50141,655
IA50142,910
IA50143,613
IA50144,2892
IA50145,26
IA50146,512
IA50147,477
IA50148,405
IA50149,1014
IA50150,1075
IA50151,753
IA50152,26
IA50153,772
IA50154,461
IA50155,270
IA50156,4232
IA50157,816
IA50158,30316
IA50160,335
IA50161,2024
IA50162,1173
IA50164,673
IA50165,47
IA50166,1529
IA50167,813
IA50168,721
IA50169,2891
IA50170,2738
IA50171,2884
IA50173,750
IA50174,1383
IA501HH,0
IA50201,8104
IA50206,512
IA50207,2689
IA50208,20766
IA50210,1465
IA50211,9007
IA50212,3285
IA50213,6625
IA50214,834
IA50216,2663
IA50217,620
IA50218,126
IA50219,12745
IA50220,8891
IA50222,577
IA50223,420
IA50225,2708
IA50226,3360
IA50227,21
IA50228,2170
IA50229,898
IA50230,1211
IA50231,138
IA50232,582
IA50233,1391
IA50234,458
IA50235,532
IA50236,1662
IA50237,2636
IA50238,1260
IA50239,256
IA50240,2142
IA50241,7
IA50242,451
IA50243,247
IA50244,1724
IA50246,828
IA50247,2241
IA50248,4273
IA50249,1361
IA50250,2364
IA50251,1403
IA50252,345
IA50254,393
IA50256,513
IA50257,872
IA50258,899
IA50261,1694
IA50262,478
IA50263,6357
IA50264,477
IA50265,30269
IA50266,16738
IA50268,1050
IA50269,167
IA50271,765
IA50272,229
IA50273,7380
IA50274,463
IA50275,577
IA50276,2651
IA50277,507
IA50278,962
IA502HH,0
IA50309,5011
IA50310,31332
IA50311,18590
IA50312,16309
IA50313,16675
IA50314,12411
IA50315,35854
IA50316,16381
IA50317,40843
IA50320,15271
IA50321,7607
IA50322,32943
IA50323,957
IA50325,13015
IA503HH,0
IA50401,31291
IA50420,423
IA50421,3303
IA50423,3187
IA50424,1706
IA50426,123
IA50428,9990
IA50430,639
IA50431,258
IA50432,202
IA50433,326
IA50434,421
IA50435,820
IA50436,6226
IA50438,4063
IA50439,349
IA50440,531
IA50441,5662
IA50444,459
IA50446,588
IA50447,1276
IA50448,732
IA50449,873
IA50450,2984
IA50451,616
IA50452,884
IA50453,605
IA50454,120
IA50455,510
IA50456,1810
IA50457,451
IA50458,2160
IA50459,3064
IA50460,393
IA50461,5554
IA50464,731
IA50465,241
IA50466,1916
IA50468,1762
IA50469,1649
IA50470,308
IA50471,756
IA50472,2304
IA50473,371
IA50475,1559
IA50476,879
IA50477,341
IA50478,957
IA50479,708
IA50480,1083
IA50482,857
IA50483,940
IA50484,509
IA504HH,0
IA50501,30357
IA50510,1227
IA50511,7520
IA50514,1593
IA50515,375
IA50516,811
IA50517,1234
IA50518,518
IA50519,683
IA50520,203
IA50521,96
IA50522,911
IA50523,712
IA50524,570
IA50525,3869
IA50527,290
IA50528,518
IA50529,884
IA50530,1288
IA50531,267
IA50532,1122
IA50533,4338
IA50535,1003
IA50536,4717
IA50538,600
IA50539,649
IA50540,1224
IA50541,1021
IA50542,1033
IA50543,1479
IA50544,608
IA50545,270
IA50546,506
IA50548,5851
IA50551,183
IA50552,70
IA50554,1931
IA50556,351
IA50557,723
IA50558,709
IA50559,389
IA50560,656
IA50561,608
IA50562,603
IA50563,2708
IA50565,575
IA50566,439
IA50567,272
IA50568,1498
IA50569,893
IA50570,350
IA50571,485
IA50573,72
IA50574,2501
IA50575,1079
IA50576,471
IA50577,496
IA50578,738
IA50579,2929
IA50581,1148
IA50582,288
IA50583,3185
IA50585,1190
IA50586,407
IA50588,12230
IA50590,1032
IA50591,359
IA50592,91
IA50593,82
IA50594,345
IA50595,9347
IA50597,1408
IA50598,979
IA50599,424
IA505HH,0
IA50601,2879
IA50602,1702
IA50603,594
IA50604,1872
IA50605,210
IA50606,1065
IA50607,558
IA50609,514
IA50611,446
IA50612,413
IA50613,38681
IA50616,10558
IA50619,2462
IA50621,1529
IA50622,2973
IA50623,113
IA50624,1393
IA50625,1113
IA50626,1757
IA50627,3979
IA50628,1420
IA50629,2342
IA50630,1937
IA50631,144
IA50632,1213
IA50633,393
IA50634,767
IA50635,1721
IA50636,2005
IA50638,3253
IA50641,2036
IA50642,543
IA50643,2745
IA50644,8796
IA50645,1168
IA50647,1851
IA50648,3649
IA50649,25
IA50650,813
IA50651,3777
IA50652,159
IA50653,659
IA50654,540
IA50655,815
IA50658,2548
IA50659,5787
IA50660,1262
IA50662,7564
IA50665,2950
IA50666,960
IA50667,216
IA50668,1240
IA50669,2625
IA50670,1972
IA50671,314
IA50672,607
IA50673,217
IA50674,3824
IA50675,2448
IA50676,2123
IA50677,11297
IA50680,1154
IA50681,474
IA50682,1548
IA506HH,0
IA50701,29890
IA50702,19299
IA50703,20978
IA50706,1035
IA50707,8155
IA507HH,0
IA50801,9115
IA50830,1824
IA50833,2653
IA50835,124
IA50836,547
IA50837,409
IA50840,677
IA50841,3100
IA50843,691
IA50845,837
IA50846,1276
IA50847,99
IA50848,460
IA50849,2968
IA50851,2289
IA50853,812
IA50854,2325
IA50857,406
IA50858,884
IA50859,576
IA50860,296
IA50861,291
IA50862,183
IA50863,292
IA50864,2288
IA51001,2260
IA51002,2886
IA51003,1628
IA51004,1174
IA51005,1684
IA51006,1185
IA51007,665
IA51008,106
IA51010,538
IA51011,95
IA51012,6596
IA51014,734
IA51016,1451
IA51018,493
IA51019,927
IA51020,672
IA51022,857
IA51023,3033
IA51024,2045
IA51025,2190
IA51026,964
IA51027,1248
IA51028,2046
IA51029,309
IA51030,1584
IA51031,11927
IA51033,541
IA51034,2156
IA51035,1804
IA51036,690
IA51037,491
IA51038,1543
IA51039,2501
IA51040,3662
IA51041,6602
IA51044,283
IA51045,53
IA51046,2112
IA51047,774
IA51048,634
IA51049,693
IA51050,2938
IA51051,82
IA51052,1050
IA51053,1257
IA51054,4062
IA51055,1375
IA51056,503
IA51058,1073
IA51059,258
IA51060,682
IA51061,516
IA51062,696
IA51063,1076
IA510HH,0
IA51101,844
IA51103,17494
IA51104,22132
IA51105,11947
IA51106,27003
IA51108,5468
IA51109,2947
IA51111,140
IA511HH,0
IA51201,6245
IA51230,449
IA51231,280
IA51232,1017
IA51234,1240
IA51235,1100
IA51237,1775
IA51238,1244
IA51239,2931
IA51240,1831
IA51241,1671
IA51242,211
IA51243,907
IA51244,45
IA51245,1272
IA51246,3786
IA51247,4422
IA51248,1931
IA51249,3710
IA51250,7285
IA51301,12885
IA51331,1031
IA51333,607
IA51334,8132
IA51338,1114
IA51341,36
IA51342,1301
IA51343,276
IA51344,106
IA51345,493
IA51346,2743
IA51347,1443
IA51349,43
IA51350,483
IA51351,4173
IA51354,1136
IA51355,825
IA51357,754
IA51358,1329
IA51360,7899
IA51363,142
IA51364,784
IA51365,404
IA51366,443
IA513HH,0
IA51401,12288
IA51430,879
IA51431,463
IA51433,743
IA51436,921
IA51439,1112
IA51440,432
IA51441,399
IA51442,8884
IA51443,1897
IA51444,275
IA51445,3175
IA51446,602
IA51447,249
IA51448,654
IA51449,2264
IA51450,1790
IA51451,148
IA51452,177
IA51453,869
IA51454,1608
IA51455,2381
IA51458,1694
IA51459,18
IA51461,1188
IA51462,1228
IA51463,652
IA51465,870
IA51466,1126
IA51467,596
IA514HH,0
IA51501,34258
IA51502,137
IA51503,33819
IA51510,3248
IA51520,299
IA51521,2203
IA51523,310
IA51525,1094
IA51526,1719
IA51527,689
IA51528,1074
IA51529,1823
IA51530,1030
IA51531,929
IA51532,757
IA51533,1066
IA51534,8475
IA51535,2022
IA51536,508
IA51537,6938
IA51540,529
IA51541,383
IA51542,916
IA51543,450
IA51544,761
IA51545,512
IA51546,2889
IA51548,539
IA51549,543
IA51550,71
IA51551,1820
IA51552,320
IA51553,956
IA51554,203
IA51555,5518
IA51556,462
IA51557,906
IA51558,675
IA51559,1738
IA51560,2092
IA51561,1526
IA51562,459
IA51563,902
IA51564,545
IA51565,569
IA51566,7643
IA51570,1146
IA51571,592
IA51572,462
IA51573,1208
IA51574,19
IA51575,650
IA51576,1435
IA51577,1295
IA51578,137
IA51579,2436
IA515HH,0
IA51601,6341
IA51630,
IA51631,558
IA51632,7141
IA51636,510
IA51637,360
IA51638,1620
IA51639,782
IA51640,
IA51645,308
IA51646,816
IA51647,349
IA51648,276
IA51649,351
IA51650,356
IA51652,2033
IA51653,1412
IA51654,528
IA516HH,0
IA52001,44033
IA52002,11539
IA52003,13305
IA52030,460
IA52031,4507
IA52032,1420
IA52033,2962
IA52035,1061
IA52036,188
IA52037,1246
IA52038,512
IA52039,1076
IA52040,5403
IA52041,1726
IA52042,1742
IA52043,2381
IA52044,208
IA52045,2230
IA52046,2049
IA52047,764
IA52048,428
IA52049,1316
IA52050,559
IA52052,3241
IA52053,1177
IA52054,959
IA52056,246
IA52057,8176
IA52060,8772
IA52064,904
IA52065,989
IA52066,59
IA52068,2842
IA52069,1543
IA52070,1209
IA52071,140
IA52072,298
IA52073,1383
IA52074,346
IA52075,182
IA52076,2476
IA52077,471
IA52078,916
IA52079,824
IA520HH,0
IA52101,13759
IA52132,1909
IA52133,591
IA52134,406
IA52135,986
IA52136,6107
IA52140,594
IA52141,1461
IA52142,1971
IA52144,1433
IA52146,912
IA52147,1224
IA52151,2319
IA52154,1155
IA52155,1363
IA52156,693
IA52157,1885
IA52158,309
IA52159,2410
IA52160,880
IA52161,1471
IA52162,3492
IA52163,314
IA52164,256
IA52165,969
IA52166,37
IA52168,376
IA52169,458
IA52170,555
IA52171,1246
IA52172,6169
IA52175,3644
IA521HH,0
IA52201,1202
IA52202,997
IA52203,1742
IA52205,8087
IA52206,1584
IA52207,429
IA52208,3488
IA52209,1095
IA52210,709
IA52211,2620
IA52212,308
IA52213,3806
IA52214,3309
IA52215,883
IA52216,1459
IA52217,619
IA52218,1784
IA52219,123
IA52220,72
IA52221,222
IA52222,752
IA52223,1426
IA52224,1943
IA52225,578
IA52226,92
IA52227,1752
IA52228,1521
IA52229,748
IA52231,373
IA52232,232
IA52233,6071
IA52235,8
IA52236,449
IA52237,1677
IA52240,30568
IA52241,15177
IA52242,2691
IA52245,18605
IA52246,19740
IA52247,5437
IA52248,1890
IA52249,1024
IA52251,566
IA52253,2892
IA52254,926
IA52255,1254
IA52257,244
IA522HH,0
IA52301,4196
IA52302,28580
IA52305,572
IA52306,1836
IA52307,164
IA52308,81
IA52309,477
IA52310,6199
IA52312,88
IA52313,421
IA52314,5147
IA52315,1232
IA52316,1742
IA52317,6410
IA52318,1265
IA52320,1294
IA52321,477
IA52322,2344
IA52323,950
IA52324,1451
IA52325,744
IA52326,578
IA52327,2887
IA52328,1281
IA52329,851
IA52330,962
IA52332,2085
IA52333,6090
IA52334,285
IA52335,694
IA52336,2406
IA52337,852
IA52338,2857
IA52339,4121
IA52340,1202
IA52341,1021
IA52342,3516
IA52345,1035
IA52346,1079
IA52347,1492
IA52348,70
IA52349,7448
IA52351,1095
IA52352,1818
IA52353,9130
IA52354,404
IA52355,339
IA52356,2531
IA52358,3457
IA52359,252
IA52361,3953
IA52362,1137
IA523HH,0
IA52401,2392
IA52402,39913
IA52403,24776
IA52404,32016
IA52405,25130
IA52411,5587
IA524HH,0
IA52501,30595
IA52530,1004
IA52531,5895
IA52533,1281
IA52534,257
IA52535,1182
IA52536,1000
IA52537,6834
IA52540,1496
IA52542,407
IA52543,275
IA52544,8292
IA52548,48
IA52549,755
IA52550,685
IA52551,214
IA52552,897
IA52553,1883
IA52554,1351
IA52555,391
IA52556,12434
IA52560,572
IA52561,985
IA52562,64
IA52563,1607
IA52565,2080
IA52566,139
IA52567,588
IA52568,89
IA52569,565
IA52570,988
IA52571,1407
IA52572,1133
IA52573,237
IA52574,1049
IA52576,570
IA52577,14910
IA52580,504
IA52581,339
IA52583,436
IA52584,464
IA52585,1019
IA52586,580
IA52588,375
IA52590,1106
IA52591,3186
IA52593,151
IA52594,347
IA52595,324
IA525HH,0
IA52601,30847
IA52619,862
IA52620,781
IA52621,726
IA52623,1931
IA52624,274
IA52625,2497
IA52626,
IA52627,14001
IA52630,792
IA52631,82
IA52632,13823
IA52635,745
IA52637,2512
IA52638,751
IA52639,2349
IA52640,1460
IA52641,12376
IA52644,444
IA52645,3120
IA52646,837
IA52647,249
IA52649,951
IA52650,855
IA52651,388
IA52652,86
IA52653,3751
IA52654,1691
IA52655,4709
IA52656,2591
IA52658,1113
IA52659,1549
IA52660,238
IA526HH,0
IA52701,92
IA52720,1164
IA52721,821
IA52722,33695
IA52726,4505
IA52727,457
IA52728,849
IA52729,880
IA52730,4715
IA52731,1103
IA52732,29377
IA52737,199
IA52738,3926
IA52739,781
IA52742,7336
IA52745,666
IA52746,934
IA52747,1824
IA52748,6961
IA52749,782
IA52750,548
IA52751,1099
IA52752,520
IA52753,4175
IA52754,1444
IA52755,1832
IA52756,2148
IA52757,249
IA52758,107
IA52760,617
IA52761,
IA52765,466
IA52766,873
IA52767,231
IA52768,1507
IA52769,740
IA52772,4959
IA52773,2342
IA52774,113
IA52776,4328
IA52777,1400
IA52778,3925
IA527HH,0
IA52801,1049
IA52802,11594
IA52803,24253
IA52804,26818
IA52806,26005
IA52807,10539
IA528HH,0
IA55954,
IA56027,
IA56129,
KS66002,13305
KS66006,6111
KS66007,3925
KS66008,328
KS66010,590
KS66012,9517
KS66013,1760
KS66014,344
KS66015,819
KS66016,584
KS66017,415
KS66018,4389
KS66019,339
KS66020,1707
KS66021,2258
KS66023,1240
KS66024,890
KS66025,5815
KS66026,605
KS66027,6638
KS66030,11233
KS66032,5062
KS66033,764
KS66035,1260
KS66039,692
KS66040,3072
KS66041,741
KS66042,447
KS66043,9409
KS66044,31131
KS66046,19981
KS66047,15122
KS66048,33860
KS66049,20338
KS66050,1564
KS66052,1842
KS66053,5607
KS66054,2806
KS66056,1825
KS66058,391
KS66060,1134
KS66061,42280
KS66062,55077
KS66064,6621
KS66066,2614
KS66067,15507
KS66070,2198
KS66071,11588
KS66072,1034
KS66073,2369
KS66075,2319
KS66076,2138
KS66077,77
KS66078,977
KS66079,836
KS66080,1029
KS66083,6053
KS66085,5373
KS66086,6975
KS66087,2042
KS66088,2614
KS66090,2601
KS66091,338
KS66092,3635
KS66093,664
KS66094,489
KS66095,855
KS66097,1132
KS660HH,0
KS66101,14601
KS66102,28819
KS66103,14497
KS66104,27452
KS66105,3212
KS66106,24283
KS66109,15856
KS66111,10828
KS66112,11960
KS66115,0
KS66118,1
KS661HH,0
KS66202,16848
KS66203,20007
KS66204,18538
KS66205,14008
KS66206,9626
KS66207,13301
KS66208,21830
KS66209,18873
